prediction,location_data.location,location_data.city,location_data.state,location_data.country,location_data.country_code,location_data.timezone,location_data.airport.icao,location_data.airport.iata,location_data.airport.name,location_data.airport.lat,location_data.airport.lon,location_data.timestamp,current_weather.timestamp,current_weather.airport_code,current_weather.temperature,current_weather.humidity,current_weather.wind_speed,current_weather.wind_direction,current_weather.wind_direction_symbol,current_weather.pressure,current_weather.precipitation,current_weather.cloud,current_weather.gust_speed,current_weather.condition,current_weather.rain_probability,current_weather.snow_probability,current_weather.visibility,current_weather.uv_index,current_weather.condition_code,current_weather.dewpoint,current_weather.name,current_weather.region,current_weather.country,current_weather.lat,current_weather.lon,current_weather.tz_id,update_time
"[{'timestamp': '2025-02-12T00:00:00', 'location': '12.668299675,108.120002747', 'temperature': 20.7, 'humidity': 87.0, 'wind_speed': 6.8, 'wind_direction': 107.4, 'wind_direction_symbol': 'E', 'pressure': 1012.0, 'precipitation': 0.0, 'cloud': 69.1, 'gust_speed': 7.4, 'condition': {'code': 1006, 'text': 'Cloudy', 'icon': 119}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.5, 'dewpoint': 19.1}, {'timestamp': '2025-02-12T01:00:00', 'location': '12.668299675,108.120002747', 'temperature': 20.7, 'humidity': 87.0, 'wind_speed': 6.8, 'wind_direction': 107.4, 'wind_direction_symbol': 'E', 'pressure': 1012.0, 'precipitation': 0.0, 'cloud': 69.1, 'gust_speed': 7.4, 'condition': {'code': 1006, 'text': 'Cloudy', 'icon': 119}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.5, 'dewpoint': 19.1}, {'timestamp': '2025-02-12T02:00:00', 'location': '12.668299675,108.120002747', 'temperature': 21.4, 'humidity': 82.5, 'wind_speed': 10.6, 'wind_direction': 100.6, 'wind_direction_symbol': 'E', 'pressure': 1011.1, 'precipitation': 0.0, 'cloud': 97.7, 'gust_speed': 8.1, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.5, 'dewpoint': 18.4}, {'timestamp': '2025-02-12T03:00:00', 'location': '12.668299675,108.120002747', 'temperature': 23.7, 'humidity': 71.9, 'wind_speed': 11.9, 'wind_direction': 99.3, 'wind_direction_symbol': 'E', 'pressure': 1013.0, 'precipitation': 0.0, 'cloud': 81.7, 'gust_speed': 9.2, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.4, 'dewpoint': 16.6}, {'timestamp': '2025-02-12T04:00:00', 'location': '12.668299675,108.120002747', 'temperature': 22.6, 'humidity': 76.3, 'wind_speed': 6.3, 'wind_direction': 107.1, 'wind_direction_symbol': 'E', 'pressure': 1013.9, 'precipitation': 0.0, 'cloud': 67.4, 'gust_speed': 7.1, 'condition': {'code': 1006, 'text': 'Cloudy', 'icon': 119}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.4, 'dewpoint': 17.8}, {'timestamp': '2025-02-12T05:00:00', 'location': '12.668299675,108.120002747', 'temperature': 20.3, 'humidity': 81.1, 'wind_speed': 10.6, 'wind_direction': 103.0, 'wind_direction_symbol': 'E', 'pressure': 1012.0, 'precipitation': 0.0, 'cloud': 97.1, 'gust_speed': 8.5, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.4, 'dewpoint': 19.0}, {'timestamp': '2025-02-12T06:00:00', 'location': '12.668299675,108.120002747', 'temperature': 22.1, 'humidity': 79.0, 'wind_speed': 12.1, 'wind_direction': 102.1, 'wind_direction_symbol': 'E', 'pressure': 1011.2, 'precipitation': 0.0, 'cloud': 85.6, 'gust_speed': 9.9, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.7, 'dewpoint': 18.2}, {'timestamp': '2025-02-12T07:00:00', 'location': '12.668299675,108.120002747', 'temperature': 23.7, 'humidity': 74.1, 'wind_speed': 6.3, 'wind_direction': 105.2, 'wind_direction_symbol': 'E', 'pressure': 1013.0, 'precipitation': 0.0, 'cloud': 64.7, 'gust_speed': 7.2, 'condition': {'code': 1006, 'text': 'Cloudy', 'icon': 119}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.5, 'dewpoint': 16.8}, {'timestamp': '2025-02-12T08:00:00', 'location': '12.668299675,108.120002747', 'temperature': 22.1, 'humidity': 78.9, 'wind_speed': 10.5, 'wind_direction': 102.3, 'wind_direction_symbol': 'E', 'pressure': 1013.8, 'precipitation': 0.0, 'cloud': 96.0, 'gust_speed': 8.1, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.6, 'dewpoint': 18.2}, {'timestamp': '2025-02-12T09:00:00', 'location': '12.668299675,108.120002747', 'temperature': 20.7, 'humidity': 80.7, 'wind_speed': 12.1, 'wind_direction': 102.0, 'wind_direction_symbol': 'E', 'pressure': 1012.0, 'precipitation': 0.0, 'cloud': 87.8, 'gust_speed': 9.9, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.8, 'dewpoint': 18.7}, {'timestamp': '2025-02-12T10:00:00', 'location': '12.668299675,108.120002747', 'temperature': 22.4, 'humidity': 74.6, 'wind_speed': 6.8, 'wind_direction': 103.9, 'wind_direction_symbol': 'E', 'pressure': 1011.2, 'precipitation': 0.0, 'cloud': 64.8, 'gust_speed': 7.5, 'condition': {'code': 1006, 'text': 'Cloudy', 'icon': 119}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.8, 'dewpoint': 17.6}, {'timestamp': '2025-02-12T11:00:00', 'location': '12.668299675,108.120002747', 'temperature': 23.5, 'humidity': 76.7, 'wind_speed': 10.3, 'wind_direction': 100.6, 'wind_direction_symbol': 'E', 'pressure': 1013.0, 'precipitation': 0.0, 'cloud': 94.8, 'gust_speed': 7.2, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 41.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.8, 'dewpoint': 17.4}]","12.668299675,108.120002747",Buôn Ma Thuột,Đắk Lắk,VN,VN,Asia/Ho_Chi_Minh,VVBM,BMV,Sân bay Buôn Ma Thuột,12.668299675,108.120002747,2025-02-11 23:07,2025-02-11 23:07,"12.668299675,108.120002747",20.2,89,7.6,94,E,1013.0,0.0,53,12.4,Partly Cloudy,0,0,10.0,0.0,1003,18.3,Buon Me Thuot,,Vietnam,12.667,108.05,Asia/Ho_Chi_Minh,2025-02-11T23:11:10.692905
"[{'timestamp': '2025-02-12T00:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 21.3, 'humidity': 92.5, 'wind_speed': 6.2, 'wind_direction': 100.8, 'wind_direction_symbol': 'E', 'pressure': 1013.0, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 6.5, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.3, 'dewpoint': 20.3}, {'timestamp': '2025-02-12T01:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 21.3, 'humidity': 92.5, 'wind_speed': 6.2, 'wind_direction': 100.8, 'wind_direction_symbol': 'E', 'pressure': 1013.0, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 6.5, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.3, 'dewpoint': 20.3}, {'timestamp': '2025-02-12T02:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 21.3, 'humidity': 88.0, 'wind_speed': 9.9, 'wind_direction': 109.2, 'wind_direction_symbol': 'E', 'pressure': 1013.5, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 8.0, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.3, 'dewpoint': 19.2}, {'timestamp': '2025-02-12T03:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 20.5, 'humidity': 83.1, 'wind_speed': 12.0, 'wind_direction': 104.7, 'wind_direction_symbol': 'E', 'pressure': 1015.5, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 9.5, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.2, 'dewpoint': 17.4}, {'timestamp': '2025-02-12T04:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 20.9, 'humidity': 88.9, 'wind_speed': 7.6, 'wind_direction': 101.4, 'wind_direction_symbol': 'E', 'pressure': 1015.5, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 7.1, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.2, 'dewpoint': 19.2}, {'timestamp': '2025-02-12T05:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 21.5, 'humidity': 91.0, 'wind_speed': 8.3, 'wind_direction': 107.3, 'wind_direction_symbol': 'E', 'pressure': 1013.2, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 6.5, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.2, 'dewpoint': 19.9}, {'timestamp': '2025-02-12T06:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 20.8, 'humidity': 83.9, 'wind_speed': 11.8, 'wind_direction': 107.3, 'wind_direction_symbol': 'E', 'pressure': 1013.2, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 9.4, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.3, 'dewpoint': 18.2}, {'timestamp': '2025-02-12T07:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 20.7, 'humidity': 86.3, 'wind_speed': 8.6, 'wind_direction': 107.6, 'wind_direction_symbol': 'E', 'pressure': 1015.5, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 8.1, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.3, 'dewpoint': 18.3}, {'timestamp': '2025-02-12T08:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 21.5, 'humidity': 92.3, 'wind_speed': 7.3, 'wind_direction': 107.0, 'wind_direction_symbol': 'E', 'pressure': 1015.5, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 6.3, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.3, 'dewpoint': 20.1}, {'timestamp': '2025-02-12T09:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 21.1, 'humidity': 86.4, 'wind_speed': 11.7, 'wind_direction': 107.5, 'wind_direction_symbol': 'E', 'pressure': 1013.2, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 8.7, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.3, 'dewpoint': 19.1}, {'timestamp': '2025-02-12T10:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 20.4, 'humidity': 85.4, 'wind_speed': 9.8, 'wind_direction': 103.6, 'wind_direction_symbol': 'E', 'pressure': 1013.2, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 8.6, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.4, 'dewpoint': 17.5}, {'timestamp': '2025-02-12T11:00:00', 'location': '15.4033002853,108.706001282', 'temperature': 21.4, 'humidity': 91.1, 'wind_speed': 6.7, 'wind_direction': 109.9, 'wind_direction_symbol': 'E', 'pressure': 1015.5, 'precipitation': 0.0, 'cloud': 100.0, 'gust_speed': 6.5, 'condition': {'code': 1063, 'text': 'Patchy rain nearby', 'icon': 176}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.4, 'dewpoint': 19.1}]","15.4033002853,108.706001282",Tam Kỳ,Quảng Nam,VN,VN,Asia/Ho_Chi_Minh,VVCA,VCL,Sân bay Quốc tế Chu Lai,15.4033002853,108.706001282,2025-02-11 23:07,2025-02-11 23:07,"15.4033002853,108.706001282",20.7,88,8.6,279,W,1015.0,0.01,100,13.9,Patchy rain nearby,0,0,10.0,0.0,1063,18.6,ÃOng Yen,,Vietnam,15.4,108.7,Asia/Ho_Chi_Minh,2025-02-11T23:11:10.692905
"[{'timestamp': '2025-02-12T00:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 18.9, 'humidity': 89.6, 'wind_speed': 14.3, 'wind_direction': 79.1, 'wind_direction_symbol': 'ENE', 'pressure': 1013.6, 'precipitation': 0.0, 'cloud': 7.3, 'gust_speed': 11.2, 'condition': {'code': 1000, 'text': 'Clear', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.9, 'dewpoint': 17.7}, {'timestamp': '2025-02-12T01:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 18.9, 'humidity': 89.6, 'wind_speed': 14.3, 'wind_direction': 79.1, 'wind_direction_symbol': 'ENE', 'pressure': 1013.6, 'precipitation': 0.0, 'cloud': 7.3, 'gust_speed': 11.2, 'condition': {'code': 1000, 'text': 'Clear', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.9, 'dewpoint': 17.7}, {'timestamp': '2025-02-12T02:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 19.6, 'humidity': 85.9, 'wind_speed': 13.6, 'wind_direction': 82.6, 'wind_direction_symbol': 'ENE', 'pressure': 1013.3, 'precipitation': 0.0, 'cloud': 76.2, 'gust_speed': 11.6, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.6, 'dewpoint': 16.8}, {'timestamp': '2025-02-12T03:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 21.7, 'humidity': 71.8, 'wind_speed': 10.3, 'wind_direction': 83.6, 'wind_direction_symbol': 'ENE', 'pressure': 1016.3, 'precipitation': 0.0, 'cloud': 86.3, 'gust_speed': 10.4, 'condition': {'code': 1030, 'text': 'Mist', 'icon': 143}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.6, 'dewpoint': 15.1}, {'timestamp': '2025-02-12T04:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 20.5, 'humidity': 74.9, 'wind_speed': 13.6, 'wind_direction': 81.2, 'wind_direction_symbol': 'ENE', 'pressure': 1016.4, 'precipitation': 0.0, 'cloud': 14.8, 'gust_speed': 10.9, 'condition': {'code': 1000, 'text': 'Clear', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.7, 'dewpoint': 16.1}, {'timestamp': '2025-02-12T05:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 19.0, 'humidity': 87.8, 'wind_speed': 14.4, 'wind_direction': 77.2, 'wind_direction_symbol': 'ENE', 'pressure': 1014.0, 'precipitation': 0.0, 'cloud': 74.7, 'gust_speed': 11.3, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.5, 'dewpoint': 17.5}, {'timestamp': '2025-02-12T06:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 20.5, 'humidity': 80.7, 'wind_speed': 10.1, 'wind_direction': 81.5, 'wind_direction_symbol': 'ENE', 'pressure': 1014.0, 'precipitation': 0.0, 'cloud': 85.9, 'gust_speed': 10.6, 'condition': {'code': 1030, 'text': 'Mist', 'icon': 143}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.5, 'dewpoint': 15.9}, {'timestamp': '2025-02-12T07:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 21.6, 'humidity': 69.2, 'wind_speed': 13.7, 'wind_direction': 85.9, 'wind_direction_symbol': 'ENE', 'pressure': 1016.3, 'precipitation': 0.0, 'cloud': 17.8, 'gust_speed': 10.8, 'condition': {'code': 1000, 'text': 'Sunny', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.8, 'dewpoint': 15.4}, {'timestamp': '2025-02-12T08:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 19.8, 'humidity': 79.0, 'wind_speed': 14.7, 'wind_direction': 80.8, 'wind_direction_symbol': 'ENE', 'pressure': 1015.5, 'precipitation': 0.0, 'cloud': 71.7, 'gust_speed': 11.4, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.6, 'dewpoint': 17.3}, {'timestamp': '2025-02-12T09:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 19.1, 'humidity': 88.0, 'wind_speed': 9.8, 'wind_direction': 79.1, 'wind_direction_symbol': 'ENE', 'pressure': 1014.0, 'precipitation': 0.0, 'cloud': 84.9, 'gust_speed': 10.3, 'condition': {'code': 1030, 'text': 'Mist', 'icon': 143}, 'rain_probability': 45.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.6, 'dewpoint': 16.9}, {'timestamp': '2025-02-12T10:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 21.6, 'humidity': 75.6, 'wind_speed': 13.4, 'wind_direction': 82.1, 'wind_direction_symbol': 'ENE', 'pressure': 1014.0, 'precipitation': 0.0, 'cloud': 19.4, 'gust_speed': 10.9, 'condition': {'code': 1000, 'text': 'Sunny', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.8, 'dewpoint': 15.1}, {'timestamp': '2025-02-12T11:00:00', 'location': '20.8194007874,106.7249984741', 'temperature': 21.0, 'humidity': 71.9, 'wind_speed': 15.5, 'wind_direction': 84.3, 'wind_direction_symbol': 'ENE', 'pressure': 1016.4, 'precipitation': 0.0, 'cloud': 71.8, 'gust_speed': 11.6, 'condition': {'code': 1009, 'text': 'Overcast', 'icon': 122}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 2.8, 'dewpoint': 16.1}]","20.8194007874,106.7249984741",Hải Phòng,Hải Phòng,VN,VN,Asia/Ho_Chi_Minh,VVCI,HPH,Sân bay Quốc tế Cát Bi,20.8194007874,106.7249984741,2025-02-11 23:16,2025-02-11 23:16,"20.8194007874,106.7249984741",17.7,90,7.2,105,ESE,1016.0,0.0,98,12.0,Overcast,0,0,10.0,0.0,1009,16.0,Hai Phong,,Vietnam,20.856,106.682,Asia/Bangkok,2025-02-11T23:11:10.692905
"[{'timestamp': '2025-02-12T00:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 26.9, 'humidity': 66.4, 'wind_speed': 2.4, 'wind_direction': 133.0, 'wind_direction_symbol': 'ESE', 'pressure': 1007.0, 'precipitation': 0.0, 'cloud': 18.6, 'gust_speed': 4.7, 'condition': {'code': 1000, 'text': 'Clear', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 2.1, 'dewpoint': 20.3}, {'timestamp': '2025-02-12T01:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 26.9, 'humidity': 66.4, 'wind_speed': 2.4, 'wind_direction': 133.0, 'wind_direction_symbol': 'ESE', 'pressure': 1007.0, 'precipitation': 0.0, 'cloud': 18.6, 'gust_speed': 4.7, 'condition': {'code': 1000, 'text': 'Clear', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 2.1, 'dewpoint': 20.3}, {'timestamp': '2025-02-12T02:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 28.4, 'humidity': 62.1, 'wind_speed': 6.1, 'wind_direction': 140.0, 'wind_direction_symbol': 'SE', 'pressure': 1007.0, 'precipitation': 0.0, 'cloud': 38.9, 'gust_speed': 7.2, 'condition': {'code': 1003, 'text': 'Partly Cloudy', 'icon': 116}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 4.2, 'dewpoint': 19.4}, {'timestamp': '2025-02-12T03:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 31.2, 'humidity': 52.1, 'wind_speed': 15.3, 'wind_direction': 131.1, 'wind_direction_symbol': 'ESE', 'pressure': 1010.0, 'precipitation': 0.0, 'cloud': 29.9, 'gust_speed': 11.5, 'condition': {'code': 1003, 'text': 'Partly Cloudy', 'icon': 116}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 6.0, 'dewpoint': 17.3}, {'timestamp': '2025-02-12T04:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 31.9, 'humidity': 45.4, 'wind_speed': 8.9, 'wind_direction': 130.3, 'wind_direction_symbol': 'ESE', 'pressure': 1009.9, 'precipitation': 0.0, 'cloud': 18.8, 'gust_speed': 8.0, 'condition': {'code': 1000, 'text': 'Clear', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.1, 'dewpoint': 18.3}, {'timestamp': '2025-02-12T05:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 29.7, 'humidity': 53.9, 'wind_speed': 3.3, 'wind_direction': 142.0, 'wind_direction_symbol': 'SE', 'pressure': 1007.0, 'precipitation': 0.0, 'cloud': 38.2, 'gust_speed': 4.8, 'condition': {'code': 1003, 'text': 'Partly Cloudy', 'icon': 116}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 4.0, 'dewpoint': 20.1}, {'timestamp': '2025-02-12T06:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 29.3, 'humidity': 57.4, 'wind_speed': 10.6, 'wind_direction': 146.4, 'wind_direction_symbol': 'SE', 'pressure': 1008.0, 'precipitation': 0.0, 'cloud': 31.3, 'gust_speed': 9.3, 'condition': {'code': 1003, 'text': 'Partly Cloudy', 'icon': 116}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.9, 'dewpoint': 18.4}, {'timestamp': '2025-02-12T07:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 30.8, 'humidity': 50.8, 'wind_speed': 13.5, 'wind_direction': 137.1, 'wind_direction_symbol': 'SE', 'pressure': 1010.0, 'precipitation': 0.0, 'cloud': 19.2, 'gust_speed': 11.4, 'condition': {'code': 1000, 'text': 'Sunny', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.1, 'dewpoint': 17.8}, {'timestamp': '2025-02-12T08:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 31.2, 'humidity': 48.2, 'wind_speed': 4.6, 'wind_direction': 139.1, 'wind_direction_symbol': 'SE', 'pressure': 1009.0, 'precipitation': 0.0, 'cloud': 37.5, 'gust_speed': 5.6, 'condition': {'code': 1003, 'text': 'Partly Cloudy', 'icon': 116}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 4.0, 'dewpoint': 19.4}, {'timestamp': '2025-02-12T09:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 29.5, 'humidity': 54.6, 'wind_speed': 6.7, 'wind_direction': 141.9, 'wind_direction_symbol': 'SE', 'pressure': 1007.0, 'precipitation': 0.0, 'cloud': 32.3, 'gust_speed': 6.5, 'condition': {'code': 1003, 'text': 'Partly Cloudy', 'icon': 116}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.9, 'dewpoint': 18.9}, {'timestamp': '2025-02-12T10:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 29.6, 'humidity': 55.3, 'wind_speed': 13.2, 'wind_direction': 141.9, 'wind_direction_symbol': 'SE', 'pressure': 1008.9, 'precipitation': 0.0, 'cloud': 19.7, 'gust_speed': 10.7, 'condition': {'code': 1000, 'text': 'Sunny', 'icon': 113}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 5.1, 'dewpoint': 18.0}, {'timestamp': '2025-02-12T11:00:00', 'location': '9.1776666667,105.177777778', 'temperature': 31.0, 'humidity': 50.4, 'wind_speed': 8.8, 'wind_direction': 142.3, 'wind_direction_symbol': 'SE', 'pressure': 1010.0, 'precipitation': 0.0, 'cloud': 36.8, 'gust_speed': 8.2, 'condition': {'code': 1003, 'text': 'Partly Cloudy', 'icon': 116}, 'rain_probability': 0.0, 'snow_probability': 0.0, 'visibility': 10.0, 'uv_index': 4.0, 'dewpoint': 18.7}]","9.1776666667,105.177777778",Cà Mau,Cà Mau,VN,VN,Asia/Ho_Chi_Minh,VVCM,CAH,Sân bay Cà Mau,9.1776666667,105.177777778,2025-02-11 23:07,2025-02-11 23:07,"9.1776666667,105.177777778",25.0,74,6.5,259,W,1011.0,0.0,45,11.3,Partly Cloudy,0,0,10.0,0.0,1003,19.9,Ca Mau,,Vietnam,9.177,105.15,Asia/Ho_Chi_Minh,2025-02-11T23:11:10.692905
